building	effect	effect_scope	value	value_damaged	value_ruined
rom_HELLENIC_military_main_aux_PUNIC_4	rom_province_initiative_mercenaries_mod_merc_recruitment_cost_mod	this_province	-12.0	-6.0	0.0
rom_HELLENIC_military_main_heavy_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_military_main_heavy_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_military_main_heavy_4	rom_province_initiative_hellenic_liturgies_mod_recruitment_cost_land_mod	this_province	-6.0	-3.0	0.0
rom_HELLENIC_military_main_heavy_PUNIC_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_province_initiative_hellenic_liturgies_mod_recruitment_cost_land_mod	this_province	-6.0	-3.0	0.0
rom_HELLENIC_military_main_heavy_SELEUCID_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_military_main_heavy_SELEUCID_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_military_main_heavy_SELEUCID_4	rom_province_initiative_hellenic_liturgies_mod_recruitment_cost_land_mod	this_province	-6.0	-3.0	0.0
rom_HELLENIC_military_main_stables_SELEUCID_2	rom_building_culture_conversion_eastern	this_region	3.0	2.0	0.0
rom_HELLENIC_military_main_stables_SELEUCID_3	rom_building_culture_conversion_eastern	this_region	4.0	2.0	0.0
rom_HELLENIC_military_main_stables_SELEUCID_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_military_main_stables_SELEUCID_4	rom_building_culture_conversion_eastern	this_region	5.0	3.0	0.0
rom_HELLENIC_military_main_stables_SELEUCID_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_military_main_stables_SELEUCID_4	rom_province_initiative_hellenic_liturgies_mod_recruitment_cost_land_mod	this_province	-6.0	-3.0	0.0
rom_HELLENIC_outskirts_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
rom_HELLENIC_outskirts_industry_2	rom_building_building_cost_mod	regions_in_this_province	-5.0	-3.0	0.0
rom_HELLENIC_outskirts_industry_2	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
rom_HELLENIC_outskirts_industry_3	rom_building_building_cost_mod	regions_in_this_province	-10.0	-5.0	0.0
rom_HELLENIC_outskirts_industry_3	rom_building_gdp_industry_manufacture	this_building	400.0	200.0	0.0
rom_HELLENIC_outskirts_industry_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_outskirts_industry_4	rom_building_building_cost_mod	regions_in_this_province	-15.0	-8.0	0.0
rom_HELLENIC_outskirts_industry_4	rom_building_gdp_industry_manufacture	this_building	800.0	400.0	0.0
rom_HELLENIC_outskirts_industry_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_outskirts_industry_4	rom_province_initiative_trade_mod_gdp_manufacture_mod	this_province	16.0	5.0	0.0
rom_HELLENIC_outskirts_minor_1	rom_building_food_reserves	this_region	4.0	0.0	0.0
rom_HELLENIC_outskirts_minor_1	rom_building_gdp_agriculture_farming	this_building	40.0	20.0	0.0
rom_HELLENIC_outskirts_minor_MACEDON_1	rom_building_food_reserves	this_region	4.0	0.0	0.0
rom_HELLENIC_outskirts_minor_cattle_2	rom_building_food_farming_animal_husbandry	this_region	4.0	2.0	0.0
rom_HELLENIC_outskirts_minor_cattle_2	rom_building_gdp_agriculture_animal_husbandry	this_building	80.0	40.0	0.0
rom_HELLENIC_outskirts_minor_cattle_3	rom_building_food_farming_animal_husbandry	this_region	6.0	3.0	0.0
rom_HELLENIC_outskirts_minor_cattle_3	rom_building_gdp_agriculture_animal_husbandry	this_building	140.0	70.0	0.0
rom_HELLENIC_outskirts_minor_cattle_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-2.0	0.0
rom_HELLENIC_outskirts_minor_cattle_4	rom_building_food_farming_animal_husbandry	this_region	8.0	4.0	0.0
rom_HELLENIC_outskirts_minor_cattle_4	rom_building_gdp_agriculture_animal_husbandry	this_building	200.0	100.0	0.0
rom_HELLENIC_outskirts_minor_cattle_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_outskirts_minor_cattle_4	rom_province_initiative_festival_mod_food_production	this_province	2.0	1.0	0.0
rom_HELLENIC_outskirts_minor_grain_2	rom_building_food_farming_grain	this_region	6.0	3.0	0.0
rom_HELLENIC_outskirts_minor_grain_2	rom_building_gdp_agriculture_farming	this_building	40.0	20.0	0.0
rom_HELLENIC_outskirts_minor_grain_2	rom_building_replenishment_all	regions_in_this_province	2.0	1.0	0.0
rom_HELLENIC_outskirts_minor_grain_3	rom_building_food_farming_grain	this_region	10.0	5.0	0.0
rom_HELLENIC_outskirts_minor_grain_3	rom_building_gdp_agriculture_farming	this_building	60.0	30.0	0.0
rom_HELLENIC_outskirts_minor_grain_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-1.0	0.0
rom_HELLENIC_outskirts_minor_grain_3	rom_building_replenishment_all	regions_in_this_province	4.0	2.0	0.0
rom_HELLENIC_outskirts_minor_grain_4	rom_building_food_farming_grain	this_region	18.0	9.0	0.0
rom_HELLENIC_outskirts_minor_grain_4	rom_building_gdp_agriculture_farming	this_building	90.0	45.0	0.0
rom_HELLENIC_outskirts_minor_grain_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_outskirts_minor_grain_4	rom_building_replenishment_all	regions_in_this_province	6.0	3.0	0.0
rom_HELLENIC_outskirts_minor_grain_4	rom_province_initiative_festival_mod_food_production	this_province	2.0	1.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_building_food_farming_grain	this_region	6.0	3.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_building_gdp_agriculture_farming	this_building	40.0	20.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_building_replenishment_all	regions_in_this_province	2.0	1.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_3	rom_building_food_farming_grain	this_region	10.0	5.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_3	rom_building_gdp_agriculture_farming	this_building	60.0	30.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-1.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_3	rom_building_replenishment_all	regions_in_this_province	4.0	2.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_4	rom_building_food_farming_grain	this_region	18.0	9.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_4	rom_building_gdp_agriculture_farming	this_building	90.0	45.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_4	rom_building_replenishment_all	regions_in_this_province	6.0	3.0	0.0
rom_HELLENIC_outskirts_minor_grain_MACEDON_4	rom_province_initiative_festival_mod_food_production	this_province	2.0	1.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_building_gdp_agriculture_animal_husbandry	this_building	80.0	40.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_building_unit_equipment_cavalry_horse_bonus_i	this_province	5.0	0.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_3	rom_building_gdp_agriculture_animal_husbandry	this_building	140.0	70.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-2.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_3	rom_building_unit_equipment_cavalry_horse_bonus_ii	this_province	10.0	0.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_4	rom_building_gdp_agriculture_animal_husbandry	this_building	200.0	100.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_4	rom_building_unit_equipment_cavalry_horse_bonus_iii	this_province	20.0	0.0	0.0
rom_HELLENIC_outskirts_minor_horses_MACEDON_4	rom_province_initiative_festival_mod_food_production	this_province	2.0	1.0	0.0
rom_HELLENIC_outskirts_pottery_2	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
rom_HELLENIC_outskirts_pottery_2	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	5.0	3.0	0.0
rom_HELLENIC_outskirts_pottery_2	rom_building_gdp_mod_trade_all	regions_in_this_province	10.0	5.0	0.0
rom_HELLENIC_outskirts_pottery_3	rom_building_gdp_industry_manufacture	this_building	125.0	63.0	0.0
rom_HELLENIC_outskirts_pottery_3	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	10.0	5.0	0.0
rom_HELLENIC_outskirts_pottery_3	rom_building_gdp_mod_trade_all	regions_in_this_province	20.0	10.0	0.0
rom_HELLENIC_outskirts_pottery_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_outskirts_pottery_4	rom_building_gdp_industry_manufacture	this_building	150.0	75.0	0.0
rom_HELLENIC_outskirts_pottery_4	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	20.0	10.0	0.0
rom_HELLENIC_outskirts_pottery_4	rom_building_gdp_mod_trade_all	regions_in_this_province	40.0	20.0	0.0
rom_HELLENIC_outskirts_pottery_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_outskirts_pottery_4	rom_province_initiative_trade_mod_gdp_manufacture_mod	this_province	16.0	5.0	0.0
rom_HELLENIC_port_1	rom_building_gdp_trade_sea	this_building	30.0	15.0	0.0
rom_HELLENIC_port_food_2	rom_building_food_fishing	this_region	6.0	3.0	0.0
rom_HELLENIC_port_food_2	rom_building_gdp_trade_sea	this_building	40.0	20.0	0.0
rom_HELLENIC_port_food_3	rom_building_food_fishing	this_region	8.0	4.0	0.0
rom_HELLENIC_port_food_3	rom_building_gdp_trade_sea	this_building	50.0	25.0	0.0
rom_HELLENIC_port_food_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_port_food_4	rom_building_food_fishing	this_region	12.0	12.0	0.0
rom_HELLENIC_port_food_4	rom_building_gdp_trade_sea	this_building	60.0	30.0	0.0
rom_HELLENIC_port_food_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_port_food_4	rom_province_initiative_festival_mod_food_production	this_province	4.0	2.0	0.0
rom_HELLENIC_port_large_military_2	rom_building_gdp_industry_manufacture	this_building	70.0	35.0	0.0
rom_HELLENIC_port_large_military_2	rom_building_unit_equipment_hull_health_bronze	this_buildings_province_to_adjacent_sea_regions	5.0	0.0	0.0
rom_HELLENIC_port_large_military_3	rom_building_gdp_industry_manufacture	this_building	140.0	70.0	0.0
rom_HELLENIC_port_large_military_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_port_large_military_3	rom_building_unit_equipment_hull_health_silver	this_buildings_province_to_adjacent_sea_regions	10.0	0.0	0.0
rom_HELLENIC_port_large_military_4	rom_building_gdp_industry_manufacture	this_building	210.0	105.0	0.0
rom_HELLENIC_port_large_military_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_port_large_military_4	rom_building_unit_equipment_hull_health_gold	this_buildings_province_to_adjacent_sea_regions	20.0	0.0	0.0
rom_HELLENIC_port_large_military_4	rom_province_initiative_hellenic_liturgies_mod_recruitment_cost_naval_mod	this_province	-12.0	-6.0	0.0
rom_HELLENIC_port_minor_1	rom_building_gdp_trade_sea	this_building	30.0	15.0	0.0
rom_HELLENIC_port_minor_food_2	rom_building_food_fishing	this_region	6.0	3.0	0.0
rom_HELLENIC_port_minor_food_2	rom_building_gdp_trade_sea	this_building	40.0	20.0	0.0
rom_HELLENIC_port_minor_food_3	rom_building_food_fishing	this_region	9.0	5.0	0.0
rom_HELLENIC_port_minor_food_3	rom_building_gdp_trade_sea	this_building	50.0	25.0	0.0
rom_HELLENIC_port_minor_food_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_port_minor_food_3	rom_province_initiative_trade_mod_food	this_province	2.0	1.0	0.0
rom_HELLENIC_port_minor_small_military_2	rom_building_gdp_industry_manufacture	this_building	70.0	35.0	0.0
rom_HELLENIC_port_minor_small_military_2	rom_building_gdp_mod_trade_sea	regions_in_this_province	10.0	5.0	0.0
rom_HELLENIC_port_minor_small_military_2	rom_building_unit_equipment_hull_health_bronze	this_buildings_province_to_adjacent_sea_regions	5.0	1.0	0.0
rom_HELLENIC_port_minor_small_military_3	rom_building_gdp_industry_manufacture	this_building	140.0	70.0	0.0
rom_HELLENIC_port_minor_small_military_3	rom_building_gdp_mod_trade_sea	regions_in_this_province	20.0	10.0	0.0
rom_HELLENIC_port_minor_small_military_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_port_minor_small_military_3	rom_building_unit_equipment_hull_health_silver	this_buildings_province_to_adjacent_sea_regions	10.0	1.0	0.0
rom_HELLENIC_port_minor_small_military_3	rom_province_initiative_hellenic_liturgies_mod_recruitment_cost_naval_mod	this_province	-3.0	-2.0	0.0
rom_HELLENIC_port_minor_trade_2	rom_building_gdp_trade_local	this_building	60.0	30.0	0.0
rom_HELLENIC_port_minor_trade_2	rom_building_gdp_trade_sea	this_building	120.0	60.0	0.0
rom_HELLENIC_port_minor_trade_2	rom_building_road	this_region	2.0	2.0	2.0
rom_HELLENIC_port_minor_trade_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_port_minor_trade_3	rom_building_gdp_trade_local	this_building	120.0	60.0	0.0
rom_HELLENIC_port_minor_trade_3	rom_building_gdp_trade_sea	this_building	240.0	120.0	0.0
rom_HELLENIC_port_minor_trade_3	rom_building_road	this_region	3.0	3.0	3.0
rom_HELLENIC_port_minor_trade_3	rom_province_initiative_trade_mod_gdp_trade_mod	this_province	5.0	3.0	0.0
rom_HELLENIC_port_small_military_2	rom_building_gdp_industry_manufacture	this_building	70.0	35.0	0.0
rom_HELLENIC_port_small_military_2	rom_building_gdp_mod_trade_sea	regions_in_this_province	10.0	5.0	0.0
rom_HELLENIC_port_small_military_2	rom_building_unit_equipment_hull_health_bronze	this_buildings_province_to_adjacent_sea_regions	5.0	1.0	0.0
rom_HELLENIC_port_small_military_3	rom_building_gdp_industry_manufacture	this_building	140.0	70.0	0.0
rom_HELLENIC_port_small_military_3	rom_building_gdp_mod_trade_sea	regions_in_this_province	20.0	10.0	0.0
rom_HELLENIC_port_small_military_3	rom_building_public_order_attitude_squalor	this_province	-4.0	-3.0	0.0
rom_HELLENIC_port_small_military_3	rom_building_unit_equipment_hull_health_silver	this_buildings_province_to_adjacent_sea_regions	10.0	1.0	0.0
rom_HELLENIC_port_small_military_4	rom_building_gdp_industry_manufacture	this_building	210.0	105.0	0.0
rom_HELLENIC_port_small_military_4	rom_building_gdp_mod_trade_sea	regions_in_this_province	40.0	20.0	0.0
rom_HELLENIC_port_small_military_4	rom_building_public_order_attitude_squalor	this_province	-10.0	-10.0	0.0
rom_HELLENIC_port_small_military_4	rom_province_initiative_hellenic_liturgies_mod_recruitment_cost_naval_mod	this_province	-6.0	-3.0	0.0
rom_HELLENIC_port_trade_2	rom_building_gdp_trade_local	this_building	60.0	30.0	0.0
rom_HELLENIC_port_trade_2	rom_building_gdp_trade_sea	this_building	120.0	60.0	0.0
rom_HELLENIC_port_trade_2	rom_building_road	this_region	2.0	2.0	2.0
rom_HELLENIC_port_trade_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_port_trade_3	rom_building_gdp_trade_local	this_building	120.0	60.0	0.0
rom_HELLENIC_port_trade_3	rom_building_gdp_trade_sea	this_building	240.0	120.0	0.0
rom_HELLENIC_port_trade_3	rom_building_road	this_region	3.0	3.0	3.0
rom_HELLENIC_port_trade_4	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_port_trade_4	rom_building_gdp_trade_local	this_building	240.0	120.0	0.0
rom_HELLENIC_port_trade_4	rom_building_gdp_trade_sea	this_building	480.0	240.0	0.0
rom_HELLENIC_port_trade_4	rom_building_road	this_region	4.0	4.0	4.0
rom_HELLENIC_port_trade_4	rom_province_initiative_trade_mod_gdp_trade_mod	this_province	10.0	5.0	0.0
rom_HELLENIC_temple_1	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
rom_HELLENIC_temple_1	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Acropolis_5	rom_agent_attribute_authority_mod_global	all_agents	3.0	3.0	0.0
rom_HELLENIC_temple_Acropolis_5	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Acropolis_5	rom_building_siege_holdout_time	this_region	6.0	3.0	0.0
rom_HELLENIC_temple_Acropolis_5	rom_building_tax_level	this_province	20.0	10.0	0.0
rom_HELLENIC_temple_Acropolis_5	rom_province_initiative_festival_mod_gdp_industry_mod	this_province	24.0	8.0	0.0
rom_HELLENIC_temple_Altar_Zeus_5	rom_building_culture_conversion_hellenic	this_region	10.0	5.0	0.0
rom_HELLENIC_temple_Altar_Zeus_5	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Altar_Zeus_5	rom_building_gdp_mod_culture_all	regions_in_this_province	30.0	15.0	0.0
rom_HELLENIC_temple_Altar_Zeus_5	rom_building_public_order_happiness	this_province	20.0	10.0	0.0
rom_HELLENIC_temple_Altar_Zeus_5	rom_province_initiative_festival_mod_gdp_entertainment_mod	this_province	6.0	3.0	0.0
rom_HELLENIC_temple_Ares_2	rom_building_province_attribute_zeal	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Ares_2	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
rom_HELLENIC_temple_Ares_2	rom_building_unit_experience_spear_infantry	this_province	1.0	0.0	0.0
rom_HELLENIC_temple_Ares_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_temple_Ares_3	rom_building_province_attribute_zeal	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Ares_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Ares_3	rom_building_unit_experience_spear_infantry	this_province	1.0	0.0	0.0
rom_HELLENIC_temple_Ares_3	rom_building_unit_training_morale_all	this_province	5.0	0.0	0.0
rom_HELLENIC_temple_Ares_3	rom_building_unit_training_morale_all_sea_hidden	this_buildings_province_to_adjacent_sea_regions	10.0	0.0	0.0
rom_HELLENIC_temple_Ares_4	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Ares_4	rom_building_province_attribute_zeal	this_province	6.0	2.0	0.0
rom_HELLENIC_temple_Ares_4	rom_building_public_order_happiness	this_province	6.0	3.0	0.0
rom_HELLENIC_temple_Ares_4	rom_building_unit_experience_spear_infantry	this_province	2.0	0.0	0.0
rom_HELLENIC_temple_Ares_4	rom_building_unit_training_morale_all	this_province	10.0	0.0	0.0
rom_HELLENIC_temple_Ares_4	rom_building_unit_training_morale_all_sea_hidden	this_buildings_province_to_adjacent_sea_regions	10.0	0.0	0.0
rom_HELLENIC_temple_Ares_4	rom_province_initiative_festival_mod_recruitment_points_land	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Athene_2	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
rom_HELLENIC_temple_Athene_2	rom_building_research_points	this_faction	2.0	1.0	0.0
rom_HELLENIC_temple_Athene_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_temple_Athene_3	rom_building_public_order_happiness	this_province	4.0	4.0	0.0
rom_HELLENIC_temple_Athene_3	rom_building_research_points	this_faction	4.0	2.0	0.0
rom_HELLENIC_temple_Athene_4	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Athene_4	rom_building_gdp_mod_culture_all	regions_in_this_province	25.0	13.0	0.0
rom_HELLENIC_temple_Athene_4	rom_building_public_order_happiness	this_province	6.0	3.0	0.0
rom_HELLENIC_temple_Athene_4	rom_building_research_points	this_faction	8.0	4.0	0.0
rom_HELLENIC_temple_Athene_4	rom_province_initiative_festival_mod_gdp_industry_mod	this_province	16.0	5.0	0.0
rom_HELLENIC_temple_Hephaistos_2	rom_building_gdp_culture_entertainment	this_building	60.0	30.0	0.0
rom_HELLENIC_temple_Hephaistos_2	rom_building_gdp_mod_industry	regions_in_this_province	10.0	5.0	0.0
rom_HELLENIC_temple_Hephaistos_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Hephaistos_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_temple_Hephaistos_3	rom_building_gdp_culture_entertainment	this_building	120.0	60.0	0.0
rom_HELLENIC_temple_Hephaistos_3	rom_building_gdp_mod_industry	regions_in_this_province	20.0	10.0	0.0
rom_HELLENIC_temple_Hephaistos_3	rom_building_province_attribute_authority	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Hephaistos_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Hephaistos_4	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Hephaistos_4	rom_building_gdp_culture_entertainment	this_building	240.0	120.0	0.0
rom_HELLENIC_temple_Hephaistos_4	rom_building_gdp_mod_industry	regions_in_this_province	40.0	20.0	0.0
rom_HELLENIC_temple_Hephaistos_4	rom_building_province_attribute_authority	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Hephaistos_4	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Hephaistos_4	rom_province_initiative_festival_mod_recruitment_cost_all_mod	this_province	-12.0	-6.0	0.0
rom_HELLENIC_temple_Hermes_2	rom_building_gdp_mod_trade_all	regions_in_this_province	5.0	3.0	0.0
rom_HELLENIC_temple_Hermes_2	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
rom_HELLENIC_temple_Hermes_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_temple_Hermes_3	rom_building_gdp_mod_trade_all	regions_in_this_province	10.0	5.0	0.0
rom_HELLENIC_temple_Hermes_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Hermes_4	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Hermes_4	rom_building_gdp_mod_trade_all	regions_in_this_province	20.0	10.0	0.0
rom_HELLENIC_temple_Hermes_4	rom_building_public_order_happiness	this_province	6.0	3.0	0.0
rom_HELLENIC_temple_Hermes_4	rom_province_initiative_festival_mod_gdp_trade_mod	this_province	10.0	5.0	0.0
rom_HELLENIC_temple_Nymphs_2	rom_building_culture_conversion_hellenic	this_region	3.0	2.0	0.0
rom_HELLENIC_temple_Nymphs_2	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Nymphs_3	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
rom_HELLENIC_temple_Nymphs_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_temple_Nymphs_3	rom_building_public_order_happiness	this_province	8.0	4.0	0.0
rom_HELLENIC_temple_Nymphs_4	rom_building_culture_conversion_hellenic	this_region	5.0	3.0	0.0
rom_HELLENIC_temple_Nymphs_4	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Nymphs_4	rom_building_public_order_happiness	this_province	16.0	8.0	0.0
rom_HELLENIC_temple_Nymphs_4	rom_province_initiative_non_barbarian_taxes_mod_taxrate	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Oracle_of_Dodona_5	rom_building_culture_conversion_hellenic_global	in_all_your_regions	3.0	2.0	0.0
rom_HELLENIC_temple_Oracle_of_Dodona_5	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Oracle_of_Dodona_5	rom_building_gdp_culture_entertainment	this_building	200.0	100.0	0.0
rom_HELLENIC_temple_Oracle_of_Dodona_5	rom_building_gdp_mod_culture_all	regions_in_this_province	50.0	25.0	0.0
rom_HELLENIC_temple_Oracle_of_Dodona_5	rom_building_public_order_happiness	this_province	20.0	10.0	0.0
rom_HELLENIC_temple_Oracle_of_Dodona_5	rom_province_initiative_festival_mod_happiness_entertainment	this_province	6.0	3.0	0.0
rom_HELLENIC_temple_Poseidon_2	rom_building_food_fishing	this_region	3.0	2.0	0.0
rom_HELLENIC_temple_Poseidon_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Poseidon_2	rom_building_unit_equipment_hull_health_bronze	this_buildings_province_to_adjacent_sea_regions	5.0	0.0	0.0
rom_HELLENIC_temple_Poseidon_3	rom_building_food_fishing	this_region	6.0	3.0	0.0
rom_HELLENIC_temple_Poseidon_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Poseidon_3	rom_building_unit_equipment_hull_health_silver	this_buildings_province_to_adjacent_sea_regions	10.0	0.0	0.0
rom_HELLENIC_temple_Poseidon_4	rom_building_food_fishing	this_region	9.0	5.0	0.0
rom_HELLENIC_temple_Poseidon_4	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Poseidon_4	rom_building_unit_equipment_cavalry_horse_bonus_i	this_province	5.0	0.0	0.0
rom_HELLENIC_temple_Poseidon_4	rom_building_unit_equipment_hull_health_gold	this_buildings_province_to_adjacent_sea_regions	20.0	0.0	0.0
rom_HELLENIC_temple_Poseidon_4	rom_province_initiative_festival_mod_recruitment_points_naval	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Zeus_2	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
rom_HELLENIC_temple_Zeus_2	rom_building_province_attribute_all	this_province	1.0	0.0	0.0
rom_HELLENIC_temple_Zeus_2	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
rom_HELLENIC_temple_Zeus_3	rom_building_culture_conversion_hellenic	this_region	6.0	3.0	0.0
rom_HELLENIC_temple_Zeus_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
rom_HELLENIC_temple_Zeus_3	rom_building_province_attribute_all	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_Zeus_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Zeus_4	rom_building_culture_conversion_hellenic	this_region	8.0	4.0	0.0
rom_HELLENIC_temple_Zeus_4	rom_building_food_consumption	this_region	10.0	10.0	0.0
rom_HELLENIC_temple_Zeus_4	rom_building_province_attribute_all	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_Zeus_4	rom_building_public_order_happiness	this_province	5.0	3.0	0.0
rom_HELLENIC_temple_Zeus_4	rom_province_initiative_festival_mod_happiness_entertainment	this_province	4.0	2.0	0.0
rom_HELLENIC_temple_minor_1	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
rom_HELLENIC_temple_minor_1	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_minor_Ares_2	rom_building_province_attribute_zeal	this_province	2.0	1.0	0.0
rom_HELLENIC_temple_minor_Ares_2	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
